City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
1,Surt,LY,81.23,31.2089,16.5887,فندق المدينة
2,Vaini,TO,73.72,-21.2,-175.2,Keleti Beach Resort
3,Hithadhoo,MV,81.73,-0.6,73.0833,Scoop Guest House
4,Touros,BR,76.62,-5.1989,-35.4608,INN NEW HORIZON
11,Twentynine Palms,US,89.98,34.1356,-116.0542,"Holiday Inn Express & Suites Twentynine Palms- Joshua Tree, an IHG Hotel"
14,Jacareacanga,BR,80.04,-6.2222,-57.7528,Casa do Ian😎
15,Alta Floresta,BR,73.35,-9.8756,-56.0861,Floresta Amazonica Hotel
17,Le Robert,MQ,80.65,14.6775,-60.9392,HARMONY HEBERGEMENT
18,Atuona,PF,77.32,-9.8,-139.0333,Villa Enata
19,Road Town,VG,81.59,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
23,Avarua,CK,73.45,-21.2078,-159.775,Paradise Inn
24,Troy,US,77.58,42.6056,-83.1499,Embassy Suites by Hilton Detroit Troy Auburn Hills
26,Fortuna,US,68.09,40.5982,-124.1573,Super 8 by Wyndham Fortuna
29,Eufaula,US,78.33,31.8913,-85.1455,Days Inn by Wyndham Eufaula AL
33,Naro,IT,70.25,37.2935,13.7936,San Caloiru Home
36,Kapaa,US,87.78,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
38,Hasaki,JP,84.29,35.7333,140.8333,Inubosaki Kanko Hotel
41,Butaritari,KI,82.67,3.0707,172.7902,Isles Sunset Lodge
42,Mancio Lima,BR,83.16,-7.6142,-72.8958,Motel Asas Do Desejo
46,Vila Do Maio,CV,79.56,15.1333,-23.2167,Hotel Marilu
51,Belize,BZ,77.32,17.25,-88.75,Villa San Juan
53,Gat,IL,74.39,31.61,34.7642,OlusHome
54,Mahajanga,MG,69.82,-15.7167,46.3167,Hôtel Restaurant Gourmand Coco Lodge Majunga
55,Mahibadhoo,MV,81.68,3.7833,72.9667,Omadhoo Inn
56,Jamestown,US,70.02,42.097,-79.2353,Hampton Inn & Suites Jamestown
57,San Cristobal,VE,67.57,7.7669,-72.225,Pirineos
58,Sompeta,IN,77.13,18.9333,84.6,బెంకిలి భైరొడమ్మ క్రికెట్ గ్రౌండ్
59,Essau,GM,78.93,13.4839,-16.5347,Jawara kunda
