City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
98,Agira,IT,37.6562,14.5216,68.41,70,19,2.04
99,Kwinana,AU,-32.25,115.7667,55.81,73,93,12.93
100,Ibaiti,BR,-23.8486,-50.1878,60.55,87,99,1.66
101,Port Blair,IN,11.6667,92.75,81.52,78,100,11.32
102,Liwale,TZ,-9.7667,37.9333,63.45,96,8,2.91
103,Camargo,MX,27.6667,-105.1667,84.97,39,59,11.74
104,Tadine,NC,-21.55,167.8833,77.25,75,94,12.01
105,Alcaniz,ES,41.05,-0.1333,71.58,49,96,3.65
106,Hilo,US,19.7297,-155.09,84.27,90,88,1.01
107,Saint-Philippe,RE,-21.3585,55.7679,71.19,81,27,10.0
108,Chicama,PE,-7.8447,-79.1469,57.74,81,54,8.23
109,Richards Bay,ZA,-28.783,32.0377,62.13,87,100,18.63
110,Luang Prabang,LA,19.8856,102.1347,72.09,100,74,0.72
111,Antofagasta,CL,-23.65,-70.4,56.48,81,49,6.69
112,Aklavik,CA,68.2191,-135.0107,53.38,55,3,4.88
113,Vilyuysk,RU,63.7553,121.6247,34.16,89,97,5.03
114,Parabel,RU,58.6978,81.4825,44.49,96,57,8.61
115,Sechura,PE,-5.5569,-80.8222,65.79,79,23,18.41
116,Guhagar,IN,17.4842,73.1929,72.37,90,94,3.56
117,Olbia,IT,40.9214,9.4856,64.45,68,0,2.3
118,Puerto Ayora,EC,-0.7393,-90.3518,67.55,90,98,8.01
119,Lata,PT,40.1629,-8.3327,69.08,86,97,2.04
120,Carnarvon,AU,-24.8667,113.6333,60.76,57,0,15.32
121,Taksimo,RU,56.3444,114.8794,37.87,72,100,1.54
122,Valenca,BR,-13.3703,-39.0731,69.98,96,67,2.84
123,Xichang,CN,27.8964,102.2634,67.3,93,95,1.07
124,Manjo,CM,4.8428,9.8217,68.09,99,100,1.16
125,Alofi,NU,-19.0595,-169.9187,76.57,77,98,20.02
126,Yellowknife,CA,62.456,-114.3525,51.42,57,87,11.1
127,Sarangani,PH,5.4033,125.4636,83.82,71,100,4.27
128,Westlock,CA,54.1502,-113.8688,47.1,64,98,15.61
129,Lardos,GR,36.0942,28.0157,75.02,63,4,16.31
130,Victor Harbor,AU,-35.5667,138.6167,61.54,56,92,14.38
131,Havelock,US,34.8791,-76.9013,78.78,91,10,6.35
132,Ternate,ID,0.8,127.4,82.63,74,96,3.15
133,Rabo De Peixe,PT,37.8,-25.5833,75.27,79,20,4.61
134,Trat,TH,12.5,102.5,79.83,98,100,4.5
135,Alice Springs,AU,-23.7,133.8833,83.75,34,7,17.27
136,Hamilton,US,39.1834,-84.5333,78.24,81,0,4.61
137,Thompson,CA,55.7435,-97.8558,57.02,79,31,8.81
138,Zhigansk,RU,66.7697,123.3711,31.08,74,19,3.27
139,Talnakh,RU,69.4865,88.3972,31.21,81,7,13.33
140,Naze,JP,28.3667,129.4833,77.59,72,24,18.41
141,Bethanien,NA,-26.502,17.1583,44.69,60,0,7.02
142,Metairie,US,29.9841,-90.1528,88.0,56,0,6.91
143,Chute-Aux-Outardes,CA,49.1168,-68.399,45.18,78,12,6.4
144,Dingle,PH,10.9995,122.6711,81.27,82,100,6.15
145,Kardla,EE,58.9978,22.7492,52.05,84,75,14.05
146,Tiksi,RU,71.6872,128.8694,35.08,95,100,12.8
147,Terney,RU,45.0503,136.6092,45.27,48,16,11.81
148,Prince Rupert,CA,54.3161,-130.3201,60.69,65,24,3.38
149,Lavrentiya,RU,65.5833,-171.0,40.12,72,100,7.83
150,Svetlyy,RU,54.675,20.1347,51.85,83,91,9.89
151,Kungurtug,RU,50.5994,97.5228,36.95,67,13,1.97
152,Honiara,SB,-9.4333,159.95,87.55,63,72,9.66
153,Wattegama,LK,6.7989,81.4808,75.87,80,100,4.59
154,Tuktoyaktuk,CA,69.4541,-133.0374,45.59,68,35,4.18
155,Bijawar,IN,24.6333,79.5,76.37,85,68,2.21
156,Ribeira Grande,PT,38.5167,-28.7,74.32,87,37,4.0
157,Kodiak,US,57.79,-152.4072,62.11,72,75,6.91
158,Pisco,PE,-13.7,-76.2167,60.85,82,40,12.66
159,Ambagarh Chauki,IN,20.7833,80.7167,72.09,98,100,7.2
160,Saskylakh,RU,71.9167,114.0833,26.22,86,93,5.79
161,Nelson,NZ,-41.2833,173.2833,57.02,64,44,5.14
162,Faya,SA,18.3851,42.4509,64.92,60,96,3.22
163,Coria,ES,39.9879,-6.5377,69.46,67,100,1.95
164,Andenes,NO,69.3143,16.1194,42.78,65,42,13.8
165,Codrington,AU,-38.2667,141.9667,55.09,73,54,12.86
166,Esmeraldas,BR,-19.7625,-44.3139,69.71,58,6,10.25
167,Grimsby,GB,53.5654,-0.0755,52.09,87,65,5.75
168,Cayenne,GF,4.9333,-52.3333,80.64,89,0,3.44
169,Kloulklubed,PW,7.0419,134.2556,86.5,73,79,8.86
170,Xuddur,SO,4.1213,43.8894,71.85,80,94,12.28
171,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.43,79,2,7.99
172,Batelov,CZ,49.3143,15.3947,46.89,95,65,9.73
173,Rodrigues Alves,BR,-7.738,-72.6509,80.15,58,46,1.83
174,Turukhansk,RU,65.8167,87.9833,30.04,84,83,17.43
175,Klaksvik,FO,62.2266,-6.589,52.72,98,100,19.84
176,Amalapuram,IN,16.5833,82.0167,73.04,90,100,4.54
177,Kotka,FI,60.4664,26.9458,52.86,78,99,20.27
178,Morro Bay,US,35.3658,-120.8499,68.94,89,78,4.0
179,Yonago,JP,35.4333,133.3333,66.65,69,100,19.22
180,Carutapera,BR,-1.195,-46.02,78.82,82,79,8.88
181,Ashland,US,40.8167,-82.2665,73.94,91,51,3.98
182,Berlevag,NO,70.8578,29.0864,44.55,87,100,18.41
183,Margate,GB,51.3813,1.3862,58.3,72,96,3.0
184,Dikson,RU,73.5069,80.5464,34.2,69,99,7.23
185,Ugoofaaru,MV,5.6667,73.0,80.62,78,100,10.16
186,Salalah,OM,17.0151,54.0924,78.89,89,75,1.14
187,Port-Gentil,GA,-0.7193,8.7815,76.51,84,96,10.22
188,Barrow,US,71.2906,-156.7887,46.42,76,75,6.91
189,Coihaique,CL,-45.5752,-72.0662,39.15,93,100,2.3
190,Sola,VU,-13.8833,167.55,80.58,77,58,23.67
191,Bilasipara,IN,26.232,90.2347,78.42,92,97,1.3
192,Parla,ES,40.236,-3.7675,72.32,80,75,18.41
193,Mar Del Plata,AR,-38.0023,-57.5575,51.1,90,75,13.0
194,Coahuayana,MX,18.7333,-103.6833,76.89,93,99,0.38
195,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.25,73,40,10.36
196,Aksu,CN,41.1231,80.2644,65.34,49,8,2.19
197,Vikhorevka,RU,56.1201,101.1636,45.99,93,100,13.51
198,Uyuni,BO,-20.4597,-66.825,42.48,18,70,11.61
199,Georgetown,MY,5.4112,100.3354,78.73,90,20,1.14
200,Shingu,JP,33.7333,135.9833,71.53,70,100,11.12
201,Lerwick,GB,60.1545,-1.1494,50.0,67,37,6.42
202,Mahebourg,MU,-20.4081,57.7,65.25,79,13,12.55
203,Cap Malheureux,MU,-19.9842,57.6142,65.46,78,1,4.0
204,Sitka,US,57.0531,-135.33,60.69,77,0,3.44
205,Ancud,CL,-41.8697,-73.8203,42.22,82,8,3.4
206,Guerrero Negro,MX,27.9769,-114.0611,70.66,75,100,16.06
207,Ilhabela,BR,-23.7781,-45.3581,66.09,86,61,8.95
208,Sayyan,YE,15.1718,44.3244,62.47,55,60,3.56
209,Yeppoon,AU,-23.1333,150.7333,78.58,72,5,4.97
210,Herat,AF,34.5,62.0,66.43,27,0,8.28
211,Iraan,US,30.914,-101.8979,89.15,33,5,8.01
212,Victoria,HK,22.2855,114.1577,86.38,82,26,8.99
213,Natal,BR,-5.795,-35.2094,76.1,77,18,13.82
214,Brownsville,US,25.9018,-97.4975,86.0,72,0,9.22
215,Torbay,CA,47.6666,-52.7314,53.28,88,100,5.75
216,Mattru,SL,7.6244,-11.8332,71.82,99,78,2.28
217,Coquimbo,CL,-29.9533,-71.3436,53.33,82,0,6.91
218,Arlit,NE,18.7369,7.3853,89.24,34,73,10.07
219,Leningradskiy,RU,69.3833,178.4167,32.81,87,99,17.52
220,Kutum,SD,14.2,24.6667,80.83,44,93,8.01
221,Naron,ES,43.5167,-8.1528,67.05,83,0,8.19
222,Jiaocheng,CN,24.6774,116.1389,79.99,67,66,1.39
223,Azangaro,PE,-14.9167,-70.2167,53.1,22,8,2.44
224,Marica,BR,-22.9194,-42.8186,64.99,80,16,13.56
225,Kinablangan,PH,7.6947,126.5503,82.0,76,100,2.26
226,Narsaq,GL,60.9167,-46.05,43.0,92,97,0.81
227,Omboue,GA,-1.5746,9.2618,75.2,86,99,6.24
228,Semnan,IR,35.5729,53.3971,74.61,17,15,5.46
229,Airai,TL,-8.9266,125.4092,69.24,59,76,3.8
230,Kabalo,CD,-6.05,26.9167,75.31,69,91,2.66
231,Mianyang,CN,31.4593,104.7542,68.38,91,100,3.15
232,Chara,RU,56.9064,118.2631,37.8,65,71,3.15
233,Baykit,RU,61.67,96.37,45.39,95,100,6.29
234,Cordoba,AR,-31.4135,-64.1811,56.75,60,40,8.05
235,Poum,NC,-20.2333,164.0167,76.84,73,1,6.04
236,Lima,PE,-12.0432,-77.0282,62.91,79,100,9.22
237,Jaicos,BR,-7.3592,-41.1378,82.18,30,59,7.23
238,Icod De Los Vinos,ES,28.3724,-16.7119,71.35,84,11,4.12
239,Kargil,IN,34.5667,76.1,49.06,46,0,5.28
240,Hille,DE,52.3333,8.75,50.2,86,10,7.23
241,Beringovskiy,RU,63.05,179.3167,41.11,64,95,8.14
242,Sloboda,RU,51.1421,40.3021,49.48,76,26,6.04
243,Soe,ID,-9.8607,124.284,74.93,59,87,4.45
244,Saint George,US,37.1041,-113.5841,93.94,14,0,10.36
245,Powell,US,40.1578,-83.0752,75.47,81,0,4.61
246,Kaitangata,NZ,-46.2817,169.8464,57.74,61,100,3.42
247,Tupancireta,BR,-29.0806,-53.8358,56.21,97,88,3.74
248,Bambanglipuro,ID,-7.95,110.2833,77.86,77,100,8.59
249,Souillac,MU,-20.5167,57.5167,68.88,82,22,11.34
250,Bereznyky,UA,48.5141,23.2198,44.4,96,98,2.64
251,Meulaboh,ID,4.1363,96.1285,75.63,88,100,3.78
252,Launceston,AU,-41.45,147.1667,55.35,73,0,9.22
253,Mount Isa,AU,-20.7333,139.5,91.17,33,50,6.91
254,Hualmay,PE,-11.0964,-77.6139,62.31,83,35,9.1
255,Senador Guiomard,BR,-10.1522,-67.7392,86.7,43,84,3.78
256,Krasnoborsk,RU,61.5598,45.934,50.56,86,34,13.0
257,Phan Thiet,VN,10.9333,108.1,77.83,87,97,8.32
258,Pedro Ii,BR,-4.4247,-41.4586,77.79,45,87,3.47
259,Kindersley,CA,51.4668,-109.1682,48.85,84,94,24.96
260,Vila Velha,BR,-20.3297,-40.2925,71.55,80,100,3.44
261,Lasa,IT,46.6166,10.7002,41.36,72,11,5.28
262,Severo-Kurilsk,RU,50.6789,156.125,58.78,96,100,22.64
263,Rawson,AR,-43.3002,-65.1023,44.17,95,100,22.44
264,Leshukonskoye,RU,64.8989,45.7622,51.89,98,100,9.35
265,Yantzaza,EC,-3.8278,-78.7594,72.19,75,36,0.76
266,Pauini,BR,-7.7136,-66.9764,79.48,69,100,3.36
267,Vysokogornyy,RU,50.1167,139.15,33.78,79,91,17.2
268,Provideniya,RU,64.3833,-173.3,44.71,76,75,2.24
269,Aldan,RU,58.6031,125.3894,32.38,87,98,4.7
270,Puerto Quijarro,BO,-17.7833,-57.7667,86.9,47,84,2.01
271,Akyab,MM,20.15,92.9,78.62,89,50,11.56
272,Kenora,CA,49.8167,-94.4337,67.17,72,75,2.3
273,Pasighat,IN,28.0667,95.3333,76.08,93,70,2.55
274,Zhangye,CN,38.9342,100.4517,59.11,56,6,3.74
275,Jinchang,CN,38.4953,102.1739,53.76,74,6,4.03
276,Isangel,VU,-19.55,169.2667,80.29,72,15,13.33
277,Grand Gaube,MU,-20.0064,57.6608,65.37,78,1,4.0
278,Porto Walter,BR,-8.2686,-72.7439,82.45,48,82,1.14
279,Broken Hill,AU,-31.95,141.4333,67.6,30,14,24.65
280,Machachi,EC,-0.5,-78.5667,51.75,98,96,1.1
281,Lufkin,US,31.3382,-94.7291,89.73,61,0,4.61
282,La Ronge,CA,55.1001,-105.2842,56.61,72,100,2.71
283,Gemena,CD,3.25,19.7667,69.78,99,63,2.15
284,Carballo,ES,43.213,-8.691,67.42,79,0,2.86
285,Geraldton,AU,-28.7667,114.6,55.81,88,75,6.91
286,Kupang,ID,-10.1667,123.5833,82.81,65,57,11.03
287,Zabid,YE,14.1951,43.3152,86.31,56,87,7.02
288,College,US,64.8569,-147.8028,59.32,55,75,0.0
289,Kizema,RU,61.113,44.8302,50.56,83,39,13.8
290,Padang,ID,-0.9492,100.3543,73.45,83,100,3.15
291,Kavieng,PG,-2.5744,150.7967,83.35,69,73,11.36
292,Aylmer,CA,42.7668,-80.983,66.92,62,3,7.25
293,Itarema,BR,-2.9248,-39.9167,78.26,83,88,17.27
294,Ilulissat,GL,69.2167,-51.1,35.62,100,100,4.61
295,Bethel,US,41.3712,-73.414,68.09,87,20,6.91
296,Kushmurun,KZ,52.4503,64.6311,58.86,25,32,6.04
297,Guantanamo,CU,20.1444,-75.2092,85.57,91,76,5.23
298,Eydhafushi,MV,5.1033,73.0708,81.25,75,100,9.15
299,Faanui,PF,-16.4833,-151.75,79.02,70,1,13.44
300,Kang,BW,-23.6752,22.7876,49.96,31,0,15.17
301,Esperance,AU,-33.8667,121.9,53.73,80,92,14.7
302,Lebu,CL,-37.6167,-73.65,45.7,75,13,11.05
303,Anyang,CN,36.0994,114.3289,66.29,62,98,8.95
304,Caravelas,BR,-17.7125,-39.2481,67.51,76,3,5.75
305,Castanos,MX,26.7833,-101.4167,84.38,49,45,12.33
306,Bella Union,UY,-30.2752,-57.6007,58.8,94,52,6.87
307,Fort Dodge,US,42.4975,-94.168,81.01,53,0,8.05
308,Maldonado,UY,-34.6667,-54.9167,59.23,89,100,1.21
309,Bambous Virieux,MU,-20.3428,57.7575,65.21,78,13,12.46
310,Vaitape,PF,-16.5167,-151.75,79.03,69,1,13.56
311,Moron,AR,-34.6534,-58.6198,64.96,66,31,9.55
312,Lagos,NG,6.5833,3.75,74.57,93,98,7.25
313,Kruisfontein,ZA,-34.0033,24.7314,47.82,84,64,8.88
314,Lorengau,PG,-2.0226,147.2712,83.48,73,71,8.12
315,Kant,IN,27.8,79.8,77.77,89,12,5.5
316,Saint Anthony,US,45.0205,-93.218,77.72,51,0,9.22
317,Awjilah,LY,29.1081,21.2869,79.59,40,0,7.56
318,Uribia,CO,11.7139,-72.266,82.35,74,38,12.44
319,Dali,CN,25.7,100.1833,63.19,91,46,1.28
320,Vardo,NO,70.3705,31.1107,44.58,93,100,27.63
321,Homer,US,59.6425,-151.5483,57.09,80,100,0.0
322,Hazorasp,UZ,41.3194,61.0742,60.64,23,0,9.69
323,Kosh-Agach,RU,50.0,88.6667,34.66,53,0,1.36
324,Ingham,US,42.6,-84.3833,71.78,63,0,4.61
325,Theog,IN,31.1167,77.35,58.24,87,87,3.29
326,Minab,IR,27.1467,57.0801,83.17,80,0,4.88
327,Pinega,RU,64.7001,43.3936,51.82,97,100,8.3
328,Comodoro Rivadavia,AR,-45.8667,-67.5,39.06,93,100,13.8
329,Hambantota,LK,6.1241,81.1185,78.85,82,96,15.66
330,Itatskiy,RU,56.07,89.0369,46.42,96,94,11.48
331,Batticaloa,LK,7.7102,81.6924,79.61,77,95,6.38
332,Borovichi,RU,58.3878,33.9155,48.02,93,100,18.25
333,Teseney,ER,15.11,36.6575,77.18,67,76,8.59
334,Vao,NC,-22.6667,167.4833,73.56,82,15,15.88
335,Boundiali,CI,9.5217,-6.4869,71.19,95,100,2.15
336,Poso,ID,-1.3959,120.7524,82.04,71,75,2.84
337,Tahe,CN,52.3333,124.7333,41.81,47,1,6.35
338,Salinopolis,BR,-0.6136,-47.3561,79.84,81,86,12.24
339,Kieta,PG,-6.2167,155.6333,83.7,72,98,5.32
340,Mopipi,BW,-21.1833,24.8833,62.6,24,2,16.37
341,Sorland,NO,67.667,12.6934,46.26,64,87,18.7
342,Haines Junction,CA,60.7522,-137.5108,60.75,39,63,2.3
343,Danjiangkou,CN,32.5428,111.5086,64.72,87,100,4.83
344,Waitati,NZ,-45.75,170.5667,55.8,68,100,2.3
345,Cockburn Town,TC,21.4612,-71.1419,80.29,81,100,35.1
346,Norman Wells,CA,65.282,-126.8329,58.98,38,11,2.82
347,Assiniboia,CA,49.6334,-105.9845,69.62,32,21,11.5
348,Villazon,BO,-22.0866,-65.5942,52.81,6,92,12.71
349,George,ZA,-33.963,22.4617,49.55,81,100,3.44
350,Blagoyevo,RU,63.3667,47.9167,52.05,90,78,10.65
351,Lompoc,US,34.6391,-120.4579,69.94,94,100,6.91
352,Bathsheba,BB,13.2167,-59.5167,81.21,89,40,9.22
353,Ruangwa,TZ,-10.0667,38.9333,66.54,94,8,2.8
354,Argir,FO,61.9959,-6.7715,52.77,97,100,17.36
355,Mangrol,IN,21.1167,70.1167,79.18,76,30,8.34
356,Saint-Pierre,RE,-21.3393,55.4781,69.48,68,100,6.91
357,Vila Praia De Ancora,PT,41.811,-8.8526,70.11,76,0,2.55
358,Deputatskiy,RU,69.3,139.9,28.99,68,100,4.68
359,Krasne,UA,49.9145,24.6134,41.05,94,75,5.93
360,Topi,PK,34.0704,72.6236,73.89,63,0,6.2
361,Kavaratti,IN,10.5669,72.642,80.58,79,89,12.75
362,Kaz,RU,52.9113,87.3105,44.8,79,99,3.42
363,San Rafael,AR,-34.6177,-68.3301,48.87,50,95,6.76
364,Pacifica,US,37.6138,-122.4869,75.34,72,40,10.36
365,Green River,US,41.5286,-109.4662,79.2,10,8,14.14
366,Sinnamary,GF,5.3833,-52.95,80.19,84,86,9.37
367,Baruun-Urt,MN,46.6806,113.2792,44.62,41,2,8.12
368,Bubaque,GW,11.2833,-15.8333,79.81,79,97,9.46
369,Minot,US,48.2325,-101.2963,82.62,30,0,8.05
370,Peniche,PT,39.3558,-9.3811,72.09,90,73,4.07
371,Vostok,RU,46.4856,135.8833,33.51,76,99,14.92
372,Saint-Augustin,CA,51.226,-58.6502,45.0,69,57,5.99
373,Vanavara,RU,60.34,102.2797,43.7,96,100,7.38
374,Beloha,MG,-25.1667,45.05,69.91,57,0,7.4
375,Morogoro,TZ,-6.8167,37.6667,66.16,90,27,3.15
376,Yerofey Pavlovich,RU,53.9667,121.9667,40.14,53,7,3.47
377,Hofn,IS,64.2539,-15.2082,49.8,99,100,4.0
378,Roma,US,43.2128,-75.4557,66.09,96,100,5.75
379,Mercedes,AR,-34.6515,-59.4307,56.64,69,1,8.59
380,Leshan,CN,29.5623,103.7639,68.99,90,100,6.22
381,Nueve De Julio,AR,-35.4444,-60.8831,46.96,82,6,5.99
382,Husavik,IS,66.0449,-17.3389,52.7,95,100,2.17
383,Half Moon Bay,US,37.4636,-122.4286,75.54,67,0,10.36
384,Nouadhibou,MR,20.931,-17.0347,73.38,83,2,17.27
385,Barao De Melgaco,BR,-16.1944,-55.9675,76.33,75,91,3.04
386,Kimbe,PG,-5.5502,150.1429,87.17,58,81,7.54
387,Buta,CD,2.7858,24.73,68.49,99,90,0.31
388,Debre Birhan,ET,9.6833,39.5333,48.34,84,74,2.53
389,Libreville,GA,0.3925,9.4537,76.73,84,96,7.38
390,Pascagoula,US,30.3658,-88.5561,81.32,74,0,0.0
391,Tigil,RU,57.8,158.6667,46.56,63,100,16.69
392,Tautira,PF,-17.7333,-149.15,78.37,72,10,17.27
393,North Bend,US,43.4065,-124.2243,74.25,85,0,6.91
394,Lena,ES,43.1,-5.7333,48.13,78,3,0.47
395,Smolenka,RU,52.1352,113.4974,33.87,93,63,2.24
396,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,77.13,82,59,3.22
397,Yerbogachen,RU,61.2767,108.0108,41.65,98,100,4.7
398,Iquitos,PE,-3.7481,-73.2472,78.84,78,20,1.14
399,Soyo,AO,-6.1349,12.3689,73.44,89,30,7.92
400,Anloga,GH,5.7947,0.8973,76.12,88,100,16.33
401,Tura,IN,25.5198,90.2201,72.39,95,94,5.97
402,Yanam,IN,16.7333,82.2167,72.81,95,100,4.76
403,Westport,US,41.1415,-73.3579,72.07,88,100,6.91
404,Djambala,CG,-2.5447,14.7533,68.13,91,83,2.84
405,Doha,QA,25.2867,51.5333,89.58,70,0,3.44
406,Goba,ET,7.0167,39.9833,47.19,86,18,4.97
407,Dong Xoai,VN,11.5333,106.9167,74.43,95,100,3.0
408,Shimoda,JP,34.6667,138.95,80.1,91,100,13.67
409,Cuiluan,CN,47.72,128.648,42.6,39,0,13.94
410,Diffa,NE,13.3154,12.6113,81.05,67,7,7.25
